90045 silly lifecycle isstream@0.1.2~preinstall: no script for preinstall, continuing
96777 verbose linkBins wide-align@1.1.0
96778 verbose linkMans wide-align@1.1.0
96779 silly build gauge@2.7.3
96780 info linkStuff gauge@2.7.3
96781 silly linkStuff gauge@2.7.3 has /var/www/html/arabust/node_modules as its parent node_modules
96782 verbose linkBins gauge@2.7.3
96783 verbose linkMans gauge@2.7.3
96784 silly build npmlog@4.0.2
96785 info linkStuff npmlog@4.0.2
96786 silly linkStuff npmlog@4.0.2 has /var/www/html/arabust/node_modules as its parent node_modules
96787 verbose linkBins npmlog@4.0.2
96788 verbose linkMans npmlog@4.0.2
96789 silly build win-spawn@2.0.0
96790 info linkStuff win-spawn@2.0.0
96791 silly linkStuff win-spawn@2.0.0 has /var/www/html/arabust/node_modules as its parent node_modules
96792 verbose linkBins win-spawn@2.0.0
96793 verbose link bins [ { 'win-spawn': './bin/win-spawn' },
96793 verbose link bins   '/var/www/html/arabust/node_modules/.bin',
96793 verbose link bins   false ]
96794 verbose linkMans win-spawn@2.0.0
96795 silly gentlyRm /var/www/html/arabust/node_modules/.bin/win-spawn is being purged
96796 verbose gentlyRm don't care about contents; nuking /var/www/html/arabust/node_modules/.bin/win-spawn
96797 silly build window-size@0.1.4
96798 info linkStuff window-size@0.1.4
96799 silly linkStuff window-size@0.1.4 has /var/www/html/arabust/node_modules as its parent node_modules
96800 verbose linkBins window-size@0.1.4
96801 verbose link bins [ { 'window-size': 'cli.js' },
96801 verbose link bins   '/var/www/html/arabust/node_modules/.bin',
96801 verbose link bins   false ]
96802 verbose linkMans window-size@0.1.4
96803 silly gentlyRm /var/www/html/arabust/node_modules/.bin/window-size is being purged
96804 verbose gentlyRm don't care about contents; nuking /var/www/html/arabust/node_modules/.bin/window-size
96805 silly build wordwrap@0.0.2
96806 info linkStuff wordwrap@0.0.2
96807 silly linkStuff wordwrap@0.0.2 has /var/www/html/arabust/node_modules as its parent node_modules
96808 verbose linkBins wordwrap@0.0.2
96809 verbose linkMans wordwrap@0.0.2
96810 silly build cliui@2.1.0
96811 info linkStuff cliui@2.1.0
96812 silly linkStuff cliui@2.1.0 has /var/www/html/arabust/node_modules as its parent node_modules
96813 verbose linkBins cliui@2.1.0
96814 verbose linkMans cliui@2.1.0
96815 silly build yargs@3.10.0
96816 info linkStuff yargs@3.10.0
96817 silly linkStuff yargs@3.10.0 has /var/www/html/arabust/node_modules/uglify-js/node_modules as its parent node_modules
96818 verbose linkBins yargs@3.10.0
96819 verbose linkMans yargs@3.10.0
96820 silly build uglify-js@2.7.5
96821 info linkStuff uglify-js@2.7.5
96822 silly linkStuff uglify-js@2.7.5 has /var/www/html/arabust/node_modules as its parent node_modules
96823 verbose linkBins uglify-js@2.7.5
96824 verbose link bins [ { uglifyjs: 'bin/uglifyjs' },
96824 verbose link bins   '/var/www/html/arabust/node_modules/.bin',
96824 verbose link bins   false ]
96825 verbose linkMans uglify-js@2.7.5
96826 silly gentlyRm /var/www/html/arabust/node_modules/.bin/uglifyjs is being purged
96827 verbose gentlyRm don't care about contents; nuking /var/www/html/arabust/node_modules/.bin/uglifyjs
96828 silly build yargs@3.10.0
96829 info linkStuff yargs@3.10.0
96830 silly linkStuff yargs@3.10.0 has /var/www/html/arabust/node_modules/gulp-uglify/node_modules as its parent node_modules
96831 verbose linkBins yargs@3.10.0
96832 verbose linkMans yargs@3.10.0
96833 silly build uglify-js@2.6.4
96834 info linkStuff uglify-js@2.6.4
96835 silly linkStuff uglify-js@2.6.4 has /var/www/html/arabust/node_modules/gulp-uglify/node_modules as its parent node_modules
96836 verbose linkBins uglify-js@2.6.4
96837 verbose link bins [ { uglifyjs: 'bin/uglifyjs' },
96837 verbose link bins   '/var/www/html/arabust/node_modules/gulp-uglify/node_modules/.bin',
96837 verbose link bins   false ]
96838 verbose linkMans uglify-js@2.6.4
96839 silly gentlyRm /var/www/html/arabust/node_modules/gulp-uglify/node_modules/.bin/uglifyjs is being purged
96840 verbose gentlyRm don't care about contents; nuking /var/www/html/arabust/node_modules/gulp-uglify/node_modules/.bin/uglifyjs
96841 silly build wrap-ansi@2.1.0
96842 info linkStuff wrap-ansi@2.1.0
96843 silly linkStuff wrap-ansi@2.1.0 has /var/www/html/arabust/node_modules as its parent node_modules
96844 verbose linkBins wrap-ansi@2.1.0
96845 verbose linkMans wrap-ansi@2.1.0
96846 silly build cliui@3.2.0
96847 info linkStuff cliui@3.2.0
96848 silly linkStuff cliui@3.2.0 has /var/www/html/arabust/node_modules/sass-graph/node_modules as its parent node_modules
96849 verbose linkBins cliui@3.2.0
96850 verbose linkMans cliui@3.2.0
96851 silly build wrappy@1.0.2
96852 info linkStuff wrappy@1.0.2
96853 silly linkStuff wrappy@1.0.2 has /var/www/html/arabust/node_modules as its parent node_modules
96854 verbose linkBins wrappy@1.0.2
96855 verbose linkMans wrappy@1.0.2
96856 silly build once@1.3.3
96857 info linkStuff once@1.3.3
96858 silly linkStuff once@1.3.3 has /var/www/html/arabust/node_modules as its parent node_modules
96859 verbose linkBins once@1.3.3
96860 verbose linkMans once@1.3.3
96861 silly build end-of-stream@0.1.5
96862 info linkStuff end-of-stream@0.1.5
96863 silly linkStuff end-of-stream@0.1.5 has /var/www/html/arabust/node_modules as its parent node_modules
96864 verbose linkBins end-of-stream@0.1.5
96865 verbose linkMans end-of-stream@0.1.5
96866 silly build orchestrator@0.3.8
96867 info linkStuff orchestrator@0.3.8
96868 silly linkStuff orchestrator@0.3.8 has /var/www/html/arabust/node_modules as its parent node_modules
96869 verbose linkBins orchestrator@0.3.8
96870 verbose linkMans orchestrator@0.3.8
96871 silly build end-of-stream@1.0.0
96872 info linkStuff end-of-stream@1.0.0
96873 silly linkStuff end-of-stream@1.0.0 has /var/www/html/arabust/node_modules/duplexify/node_modules as its parent node_modules
96874 verbose linkBins end-of-stream@1.0.0
96875 verbose linkMans end-of-stream@1.0.0
96876 silly build duplexify@3.5.0
96877 info linkStuff duplexify@3.5.0
96878 silly linkStuff duplexify@3.5.0 has /var/www/html/arabust/node_modules as its parent node_modules
96879 verbose linkBins duplexify@3.5.0
96880 verbose linkMans duplexify@3.5.0
96881 silly build inflight@1.0.6
96882 info linkStuff inflight@1.0.6
96883 silly linkStuff inflight@1.0.6 has /var/www/html/arabust/node_modules as its parent node_modules
96884 verbose linkBins inflight@1.0.6
96885 verbose linkMans inflight@1.0.6
96886 silly build glob@7.1.1
96887 info linkStuff glob@7.1.1
96888 silly linkStuff glob@7.1.1 has /var/www/html/arabust/node_modules/sass-graph/node_modules as its parent node_modules
96889 verbose linkBins glob@7.1.1
96890 verbose linkMans glob@7.1.1
96891 silly build glob@7.1.1
96892 info linkStuff glob@7.1.1
96893 silly linkStuff glob@7.1.1 has /var/www/html/arabust/node_modules/rimraf/node_modules as its parent node_modules
96894 verbose linkBins glob@7.1.1
96895 verbose linkMans glob@7.1.1
96896 silly build rimraf@2.5.4
96897 info linkStuff rimraf@2.5.4
96898 silly linkStuff rimraf@2.5.4 has /var/www/html/arabust/node_modules as its parent node_modules
96899 verbose linkBins rimraf@2.5.4
96900 verbose link bins [ { rimraf: './bin.js' },
96900 verbose link bins   '/var/www/html/arabust/node_modules/.bin',
96900 verbose link bins   false ]
96901 verbose linkMans rimraf@2.5.4
96902 silly gentlyRm /var/www/html/arabust/node_modules/.bin/rimraf is being purged
96903 verbose gentlyRm don't care about contents; nuking /var/www/html/arabust/node_modules/.bin/rimraf
96904 silly build fstream@1.0.10
96905 info linkStuff fstream@1.0.10
96906 silly linkStuff fstream@1.0.10 has /var/www/html/arabust/node_modules as its parent node_modules
96907 verbose linkBins fstream@1.0.10
96908 verbose linkMans fstream@1.0.10
96909 silly build tar@2.2.1
96910 info linkStuff tar@2.2.1
96911 silly linkStuff tar@2.2.1 has /var/www/html/arabust/node_modules as its parent node_modules
96912 verbose linkBins tar@2.2.1
96913 verbose linkMans tar@2.2.1
96914 silly build glob@7.1.1
96915 info linkStuff glob@7.1.1
96916 silly linkStuff glob@7.1.1 has /var/www/html/arabust/node_modules/node-sass/node_modules as its parent node_modules
96917 verbose linkBins glob@7.1.1
96918 verbose linkMans glob@7.1.1
96919 silly build globule@1.1.0
96920 info linkStuff globule@1.1.0
96921 silly linkStuff globule@1.1.0 has /var/www/html/arabust/node_modules/node-sass/node_modules as its parent node_modules
96922 verbose linkBins globule@1.1.0
96923 verbose linkMans globule@1.1.0
96924 silly build gaze@1.1.2
96925 info linkStuff gaze@1.1.2
96926 silly linkStuff gaze@1.1.2 has /var/www/html/arabust/node_modules/node-sass/node_modules as its parent node_modules
96927 verbose linkBins gaze@1.1.2
96928 verbose linkMans gaze@1.1.2
96929 silly build glob@7.1.1
96930 info linkStuff glob@7.1.1
96931 silly linkStuff glob@7.1.1 has /var/www/html/arabust/node_modules/node-gyp/node_modules as its parent node_modules
96932 verbose linkBins glob@7.1.1
96933 verbose linkMans glob@7.1.1
96934 silly build glob@5.0.15
96935 info linkStuff glob@5.0.15
96936 silly linkStuff glob@5.0.15 has /var/www/html/arabust/node_modules/main-bower-files/node_modules as its parent node_modules
96937 verbose linkBins glob@5.0.15
96938 verbose linkMans glob@5.0.15
96939 silly build globby@2.1.0
96940 info linkStuff globby@2.1.0
96941 silly linkStuff globby@2.1.0 has /var/www/html/arabust/node_modules/main-bower-files/node_modules as its parent node_modules
96942 verbose linkBins globby@2.1.0
96943 verbose linkMans globby@2.1.0
96944 silly build glob@4.5.3
96945 info linkStuff glob@4.5.3
96946 silly linkStuff glob@4.5.3 has /var/www/html/arabust/node_modules/gulp-ruby-sass/node_modules/glob-stream/node_modules as its parent node_modules
96947 verbose linkBins glob@4.5.3
96948 verbose linkMans glob@4.5.3
96949 silly build glob@5.0.15
96950 info linkStuff glob@5.0.15
96951 silly linkStuff glob@5.0.15 has /var/www/html/arabust/node_modules/gulp-ruby-sass/node_modules as its parent node_modules
96952 verbose linkBins glob@5.0.15
96953 verbose linkMans glob@5.0.15
96954 silly build glob@4.5.3
96955 info linkStuff glob@4.5.3
96956 silly linkStuff glob@4.5.3 has /var/www/html/arabust/node_modules as its parent node_modules
96957 verbose linkBins glob@4.5.3
96958 verbose linkMans glob@4.5.3
96959 silly build globby@0.1.1
96960 info linkStuff globby@0.1.1
96961 silly linkStuff globby@0.1.1 has /var/www/html/arabust/node_modules as its parent node_modules
96962 verbose linkBins globby@0.1.1
96963 verbose linkMans globby@0.1.1
96964 silly build del@0.1.3
96965 info linkStuff del@0.1.3
96966 silly linkStuff del@0.1.3 has /var/www/html/arabust/node_modules as its parent node_modules
96967 verbose linkBins del@0.1.3
96968 verbose linkMans del@0.1.3
96969 silly build glob@5.0.15
96970 info linkStuff glob@5.0.15
96971 silly linkStuff glob@5.0.15 has /var/www/html/arabust/node_modules/commoner/node_modules as its parent node_modules
96972 verbose linkBins glob@5.0.15
96973 verbose linkMans glob@5.0.15
96974 silly build commoner@0.10.8
96975 info linkStuff commoner@0.10.8
96976 silly linkStuff commoner@0.10.8 has /var/www/html/arabust/node_modules as its parent node_modules
96977 verbose linkBins commoner@0.10.8
96978 verbose link bins [ { commonize: './bin/commonize' },
96978 verbose link bins   '/var/www/html/arabust/node_modules/.bin',
96978 verbose link bins   false ]
96979 verbose linkMans commoner@0.10.8
96980 silly gentlyRm /var/www/html/arabust/node_modules/.bin/commonize is being purged
96981 verbose gentlyRm don't care about contents; nuking /var/www/html/arabust/node_modules/.bin/commonize
96982 silly build glob@7.1.1
96983 info linkStuff glob@7.1.1
96984 silly linkStuff glob@7.1.1 has /var/www/html/arabust/node_modules/accord/node_modules as its parent node_modules
96985 verbose linkBins glob@7.1.1
96986 verbose linkMans glob@7.1.1
96987 silly build accord@0.26.4
96988 info linkStuff accord@0.26.4
96989 silly linkStuff accord@0.26.4 has /var/www/html/arabust/node_modules as its parent node_modules
96990 verbose linkBins accord@0.26.4
96991 verbose linkMans accord@0.26.4
96992 silly build xtend@4.0.1
96993 info linkStuff xtend@4.0.1
96994 silly linkStuff xtend@4.0.1 has /var/www/html/arabust/node_modules as its parent node_modules
96995 verbose linkBins xtend@4.0.1
96996 verbose linkMans xtend@4.0.1
96997 silly build through2@0.6.5
96998 info linkStuff through2@0.6.5
96999 silly linkStuff through2@0.6.5 has /var/www/html/arabust/node_modules/vinyl-source-stream/node_modules as its parent node_modules
97000 verbose linkBins through2@0.6.5
97001 verbose linkMans through2@0.6.5
97002 silly build vinyl-source-stream@1.1.0
97003 info linkStuff vinyl-source-stream@1.1.0
97004 silly linkStuff vinyl-source-stream@1.1.0 has /var/www/html/arabust/node_modules as its parent node_modules
97005 verbose linkBins vinyl-source-stream@1.1.0
97006 verbose linkMans vinyl-source-stream@1.1.0
97007 silly build through2@0.6.5
97008 info linkStuff through2@0.6.5
97009 silly linkStuff through2@0.6.5 has /var/www/html/arabust/node_modules/vinyl-paths/node_modules as its parent node_modules
97010 verbose linkBins through2@0.6.5
97011 verbose linkMans through2@0.6.5
97012 silly build vinyl-paths@1.0.0
97013 info linkStuff vinyl-paths@1.0.0
97014 silly linkStuff vinyl-paths@1.0.0 has /var/www/html/arabust/node_modules as its parent node_modules
97015 verbose linkBins vinyl-paths@1.0.0
97016 verbose linkMans vinyl-paths@1.0.0
97017 silly build through2@0.6.5
97018 info linkStuff through2@0.6.5
97019 silly linkStuff through2@0.6.5 has /var/www/html/arabust/node_modules/vinyl-fs/node_modules as its parent node_modules
97020 verbose linkBins through2@0.6.5
97021 verbose linkMans through2@0.6.5
97022 silly build through2@0.6.5
97023 info linkStuff through2@0.6.5
97024 silly linkStuff through2@0.6.5 has /var/www/html/arabust/node_modules/vinyl-buffer/node_modules as its parent node_modules
97025 verbose linkBins through2@0.6.5
97026 verbose linkMans through2@0.6.5
97027 silly build vinyl-buffer@1.0.0
97028 info linkStuff vinyl-buffer@1.0.0
97029 silly linkStuff vinyl-buffer@1.0.0 has /var/www/html/arabust/node_modules as its parent node_modules
97030 verbose linkBins vinyl-buffer@1.0.0
97031 verbose linkMans vinyl-buffer@1.0.0
97032 silly build through2@2.0.3
97033 info linkStuff through2@2.0.3
97034 silly linkStuff through2@2.0.3 has /var/www/html/arabust/node_modules as its parent node_modules
97035 verbose linkBins through2@2.0.3
97036 verbose linkMans through2@2.0.3
97037 silly build through2-filter@2.0.0
97038 info linkStuff through2-filter@2.0.0
97039 silly linkStuff through2-filter@2.0.0 has /var/www/html/arabust/node_modules as its parent node_modules
97040 verbose linkBins through2-filter@2.0.0
97041 verbose linkMans through2-filter@2.0.0
97042 silly build unique-stream@2.2.1
97043 info linkStuff unique-stream@2.2.1
97044 silly linkStuff unique-stream@2.2.1 has /var/www/html/arabust/node_modules/main-bower-files/node_modules as its parent node_modules
97045 verbose linkBins unique-stream@2.2.1
97046 verbose linkMans unique-stream@2.2.1
97047 silly build unique-stream@2.2.1
97048 info linkStuff unique-stream@2.2.1
97049 silly linkStuff unique-stream@2.2.1 has /var/www/html/arabust/node_modules/gulp-ruby-sass/node_modules as its parent node_modules
97050 verbose linkBins unique-stream@2.2.1
97051 verbose linkMans unique-stream@2.2.1
97052 silly build gulp-sourcemaps@1.6.0
97053 info linkStuff gulp-sourcemaps@1.6.0
97054 silly linkStuff gulp-sourcemaps@1.6.0 has /var/www/html/arabust/node_modules/main-bower-files/node_modules as its parent node_modules
97055 verbose linkBins gulp-sourcemaps@1.6.0
97056 verbose linkMans gulp-sourcemaps@1.6.0
97057 silly build gulp-util@3.0.8
97058 info linkStuff gulp-util@3.0.8
97059 silly linkStuff gulp-util@3.0.8 has /var/www/html/arabust/node_modules as its parent node_modules
97060 verbose linkBins gulp-util@3.0.8
97061 verbose linkMans gulp-util@3.0.8
97062 silly build run-sequence@1.2.2
97063 info linkStuff run-sequence@1.2.2
97064 silly linkStuff run-sequence@1.2.2 has /var/www/html/arabust/node_modules as its parent node_modules
97065 verbose linkBins run-sequence@1.2.2
97066 verbose linkMans run-sequence@1.2.2
97067 silly build gulp-uglify@1.5.4
97068 info linkStuff gulp-uglify@1.5.4
97069 silly linkStuff gulp-uglify@1.5.4 has /var/www/html/arabust/node_modules as its parent node_modules
97070 verbose linkBins gulp-uglify@1.5.4
97071 verbose linkMans gulp-uglify@1.5.4
97072 silly build gulp-sourcemaps@1.11.1
97073 info linkStuff gulp-sourcemaps@1.11.1
97074 silly linkStuff gulp-sourcemaps@1.11.1 has /var/www/html/arabust/node_modules as its parent node_modules
97075 verbose linkBins gulp-sourcemaps@1.11.1
97076 verbose linkMans gulp-sourcemaps@1.11.1
97077 silly build gulp-coffee@2.3.3
97078 info linkStuff gulp-coffee@2.3.3
97079 silly linkStuff gulp-coffee@2.3.3 has /var/www/html/arabust/node_modules as its parent node_modules
97080 verbose linkBins gulp-coffee@2.3.3
97081 verbose linkMans gulp-coffee@2.3.3
97082 silly build cloneable-readable@1.0.0
97083 info linkStuff cloneable-readable@1.0.0
97084 silly linkStuff cloneable-readable@1.0.0 has /var/www/html/arabust/node_modules as its parent node_modules
97085 verbose linkBins cloneable-readable@1.0.0
97086 verbose linkMans cloneable-readable@1.0.0
97087 silly build vinyl@2.0.1
97088 info linkStuff vinyl@2.0.1
97089 silly linkStuff vinyl@2.0.1 has /var/www/html/arabust/node_modules/gulp-concat/node_modules as its parent node_modules
97090 verbose linkBins vinyl@2.0.1
97091 verbose linkMans vinyl@2.0.1
97092 silly build gulp-concat@2.6.1
97093 info linkStuff gulp-concat@2.6.1
97094 silly linkStuff gulp-concat@2.6.1 has /var/www/html/arabust/node_modules as its parent node_modules
97095 verbose linkBins gulp-concat@2.6.1
97096 verbose linkMans gulp-concat@2.6.1
97097 silly build through2@0.6.5
97098 info linkStuff through2@0.6.5
97099 silly linkStuff through2@0.6.5 has /var/www/html/arabust/node_modules/ternary-stream/node_modules as its parent node_modules
97100 verbose linkBins through2@0.6.5
97101 verbose linkMans through2@0.6.5
97102 silly build through2@1.1.1
97103 info linkStuff through2@1.1.1
97104 silly linkStuff through2@1.1.1 has /var/www/html/arabust/node_modules/stream-splicer/node_modules as its parent node_modules
97105 verbose linkBins through2@1.1.1
97106 verbose linkMans through2@1.1.1
97107 silly build stream-splicer@1.3.2
97108 info linkStuff stream-splicer@1.3.2
97109 silly linkStuff stream-splicer@1.3.2 has /var/www/html/arabust/node_modules as its parent node_modules
97110 verbose linkBins stream-splicer@1.3.2
97111 verbose linkMans stream-splicer@1.3.2
97112 silly build labeled-stream-splicer@1.0.2
97113 info linkStuff labeled-stream-splicer@1.0.2
97114 silly linkStuff labeled-stream-splicer@1.0.2 has /var/www/html/arabust/node_modules as its parent node_modules
97115 verbose linkBins labeled-stream-splicer@1.0.2
97116 verbose linkMans labeled-stream-splicer@1.0.2
97117 silly build through2@1.1.1
97118 info linkStuff through2@1.1.1
97119 silly linkStuff through2@1.1.1 has /var/www/html/arabust/node_modules/module-deps/node_modules as its parent node_modules
97120 verbose linkBins through2@1.1.1
97121 verbose linkMans through2@1.1.1
97122 silly build module-deps@3.9.1
97123 info linkStuff module-deps@3.9.1
97124 silly linkStuff module-deps@3.9.1 has /var/www/html/arabust/node_modules as its parent node_modules
97125 verbose linkBins module-deps@3.9.1
97126 verbose link bins [ { 'module-deps': 'bin/cmd.js' },
97126 verbose link bins   '/var/www/html/arabust/node_modules/.bin',
97126 verbose link bins   false ]
97127 verbose linkMans module-deps@3.9.1
97128 silly gentlyRm /var/www/html/arabust/node_modules/.bin/module-deps is being purged
97129 verbose gentlyRm don't care about contents; nuking /var/www/html/arabust/node_modules/.bin/module-deps
97130 silly build through2@0.6.5
97131 info linkStuff through2@0.6.5
97132 silly linkStuff through2@0.6.5 has /var/www/html/arabust/node_modules/merge-stream/node_modules as its parent node_modules
97133 verbose linkBins through2@0.6.5
97134 verbose linkMans through2@0.6.5
97135 silly build merge-stream@0.1.8
97136 info linkStuff merge-stream@0.1.8
97137 silly linkStuff merge-stream@0.1.8 has /var/www/html/arabust/node_modules as its parent node_modules
97138 verbose linkBins merge-stream@0.1.8
97139 verbose linkMans merge-stream@0.1.8
97140 silly build ternary-stream@1.2.3
97141 info linkStuff ternary-stream@1.2.3
97142 silly linkStuff ternary-stream@1.2.3 has /var/www/html/arabust/node_modules as its parent node_modules
97143 verbose linkBins ternary-stream@1.2.3
97144 verbose linkMans ternary-stream@1.2.3
97145 silly build through2@0.6.5
97146 info linkStuff through2@0.6.5
97147 silly linkStuff through2@0.6.5 has /var/www/html/arabust/node_modules/main-bower-files/node_modules/glob-stream/node_modules as its parent node_modules
97148 verbose linkBins through2@0.6.5
97149 verbose linkMans through2@0.6.5
97150 silly build glob-stream@5.3.5
97151 info linkStuff glob-stream@5.3.5
97152 silly linkStuff glob-stream@5.3.5 has /var/www/html/arabust/node_modules/main-bower-files/node_modules as its parent node_modules
97153 verbose linkBins glob-stream@5.3.5
97154 verbose linkMans glob-stream@5.3.5
97155 silly build vinyl-fs@2.4.4
97156 info linkStuff vinyl-fs@2.4.4
97157 silly linkStuff vinyl-fs@2.4.4 has /var/www/html/arabust/node_modules/main-bower-files/node_modules as its parent node_modules
97158 verbose linkBins vinyl-fs@2.4.4
97159 verbose linkMans vinyl-fs@2.4.4
97160 silly build main-bower-files@2.13.1
97161 info linkStuff main-bower-files@2.13.1
97162 silly linkStuff main-bower-files@2.13.1 has /var/www/html/arabust/node_modules as its parent node_modules
97163 verbose linkBins main-bower-files@2.13.1
97164 verbose linkMans main-bower-files@2.13.1
97165 silly build is-my-json-valid@2.15.0
97166 info linkStuff is-my-json-valid@2.15.0
97167 silly linkStuff is-my-json-valid@2.15.0 has /var/www/html/arabust/node_modules as its parent node_modules
97168 verbose linkBins is-my-json-valid@2.15.0
97169 verbose linkMans is-my-json-valid@2.15.0
97170 silly build har-validator@2.0.6
97171 info linkStuff har-validator@2.0.6
97172 silly linkStuff har-validator@2.0.6 has /var/www/html/arabust/node_modules as its parent node_modules
97173 verbose linkBins har-validator@2.0.6
97174 verbose link bins [ { 'har-validator': 'bin/har-validator' },
97174 verbose link bins   '/var/www/html/arabust/node_modules/.bin',
97174 verbose link bins   false ]
97175 verbose linkMans har-validator@2.0.6
97176 silly gentlyRm /var/www/html/arabust/node_modules/.bin/har-validator is being purged
97177 verbose gentlyRm don't care about contents; nuking /var/www/html/arabust/node_modules/.bin/har-validator
97178 silly build request@2.79.0
97179 info linkStuff request@2.79.0
97180 silly linkStuff request@2.79.0 has /var/www/html/arabust/node_modules as its parent node_modules
97181 verbose linkBins request@2.79.0
97182 verbose linkMans request@2.79.0
97183 silly build node-gyp@3.5.0
97184 info linkStuff node-gyp@3.5.0
97185 silly linkStuff node-gyp@3.5.0 has /var/www/html/arabust/node_modules as its parent node_modules
97186 warn prefer global node-gyp@3.5.0 should be installed with -g
97187 verbose linkBins node-gyp@3.5.0
97188 verbose link bins [ { 'node-gyp': './bin/node-gyp.js' },
97188 verbose link bins   '/var/www/html/arabust/node_modules/.bin',
97188 verbose link bins   false ]
97189 verbose linkMans node-gyp@3.5.0
97190 silly gentlyRm /var/www/html/arabust/node_modules/.bin/node-gyp is being purged
97191 verbose gentlyRm don't care about contents; nuking /var/www/html/arabust/node_modules/.bin/node-gyp
97192 silly build less@2.7.2
97193 info linkStuff less@2.7.2
97194 silly linkStuff less@2.7.2 has /var/www/html/arabust/node_modules as its parent node_modules
97195 verbose linkBins less@2.7.2
97196 verbose link bins [ { lessc: './bin/lessc' },
97196 verbose link bins   '/var/www/html/arabust/node_modules/.bin',
97196 verbose link bins   false ]
97197 verbose linkMans less@2.7.2
97198 silly gentlyRm /var/www/html/arabust/node_modules/.bin/lessc is being purged
97199 verbose gentlyRm don't care about contents; nuking /var/www/html/arabust/node_modules/.bin/lessc
97200 silly build gulp-less@3.3.0
97201 info linkStuff gulp-less@3.3.0
97202 silly linkStuff gulp-less@3.3.0 has /var/www/html/arabust/node_modules as its parent node_modules
97203 verbose linkBins gulp-less@3.3.0
97204 verbose linkMans gulp-less@3.3.0
97205 silly build through2@1.1.1
97206 info linkStuff through2@1.1.1
97207 silly linkStuff through2@1.1.1 has /var/www/html/arabust/node_modules/insert-module-globals/node_modules as its parent node_modules
97208 verbose linkBins through2@1.1.1
97209 verbose linkMans through2@1.1.1
97210 silly build insert-module-globals@6.6.3
97211 info linkStuff insert-module-globals@6.6.3
97212 silly linkStuff insert-module-globals@6.6.3 has /var/www/html/arabust/node_modules as its parent node_modules
97213 verbose linkBins insert-module-globals@6.6.3
97214 verbose link bins [ { 'insert-module-globals': 'bin/cmd.js' },
97214 verbose link bins   '/var/www/html/arabust/node_modules/.bin',
97214 verbose link bins   false ]
97215 verbose linkMans insert-module-globals@6.6.3
97216 silly gentlyRm /var/www/html/arabust/node_modules/.bin/insert-module-globals is being purged
97217 verbose gentlyRm don't care about contents; nuking /var/www/html/arabust/node_modules/.bin/insert-module-globals
97218 silly build through2@0.6.5
97219 info linkStuff through2@0.6.5
97220 silly linkStuff through2@0.6.5 has /var/www/html/arabust/node_modules/gulp-shell/node_modules as its parent node_modules
97221 verbose linkBins through2@0.6.5
97222 verbose linkMans through2@0.6.5
97223 silly build gulp-shell@0.2.11
97224 info linkStuff gulp-shell@0.2.11
97225 silly linkStuff gulp-shell@0.2.11 has /var/www/html/arabust/node_modules as its parent node_modules
97226 verbose linkBins gulp-shell@0.2.11
97227 verbose linkMans gulp-shell@0.2.11
97228 silly build through2@0.6.5
97229 info linkStuff through2@0.6.5
97230 silly linkStuff through2@0.6.5 has /var/www/html/arabust/node_modules/gulp-ruby-sass/node_modules as its parent node_modules
97231 verbose linkBins through2@0.6.5
97232 verbose linkMans through2@0.6.5
97233 silly build glob-stream@4.1.1
97234 info linkStuff glob-stream@4.1.1
97235 silly linkStuff glob-stream@4.1.1 has /var/www/html/arabust/node_modules/gulp-ruby-sass/node_modules as its parent node_modules
97236 verbose linkBins glob-stream@4.1.1
97237 verbose linkMans glob-stream@4.1.1
97238 silly build vinyl-fs@1.0.0
97239 info linkStuff vinyl-fs@1.0.0
97240 silly linkStuff vinyl-fs@1.0.0 has /var/www/html/arabust/node_modules/gulp-ruby-sass/node_modules as its parent node_modules
97241 verbose linkBins vinyl-fs@1.0.0
97242 verbose linkMans vinyl-fs@1.0.0
97243 silly build gulp-ruby-sass@1.4.0
97244 info linkStuff gulp-ruby-sass@1.4.0
97245 silly linkStuff gulp-ruby-sass@1.4.0 has /var/www/html/arabust/node_modules as its parent node_modules
97246 verbose linkBins gulp-ruby-sass@1.4.0
97247 verbose linkMans gulp-ruby-sass@1.4.0
97248 silly build through2@0.6.5
97249 info linkStuff through2@0.6.5
97250 silly linkStuff through2@0.6.5 has /var/www/html/arabust/node_modules/gulp-rev/node_modules as its parent node_modules
97251 verbose linkBins through2@0.6.5
97252 verbose linkMans through2@0.6.5
97253 silly build gulp-rev@2.0.1
97254 info linkStuff gulp-rev@2.0.1
97255 silly linkStuff gulp-rev@2.0.1 has /var/www/html/arabust/node_modules as its parent node_modules
97256 verbose linkBins gulp-rev@2.0.1
97257 verbose linkMans gulp-rev@2.0.1
97258 silly build through2@0.6.5
97259 info linkStuff through2@0.6.5
97260 silly linkStuff through2@0.6.5 has /var/www/html/arabust/node_modules/gulp-minify-css/node_modules as its parent node_modules
97261 verbose linkBins through2@0.6.5
97262 verbose linkMans through2@0.6.5
97263 silly build gulp-minify-css@0.3.13
97264 info linkStuff gulp-minify-css@0.3.13
97265 silly linkStuff gulp-minify-css@0.3.13 has /var/www/html/arabust/node_modules as its parent node_modules
97266 verbose linkBins gulp-minify-css@0.3.13
97267 verbose linkMans gulp-minify-css@0.3.13
97268 silly build through2@0.6.5
97269 info linkStuff through2@0.6.5
97270 silly linkStuff through2@0.6.5 has /var/www/html/arabust/node_modules/gulp-if/node_modules as its parent node_modules
